titulo,genero,diretor,classificacao,ano,avaliacao,pais_origem
Filme 1246,Épico,Kleber Mendonça Filho,4,2000,5.8,Itália
Filme 2383,Suspense,Michael Chaves,14,1979,6.5,Reino Unido
Filme 572,Guerra,Luiz Fernando Carvalho,16,1951,8.4,México
Filme 1436,Biografia,Damien Chazelle,18,1950,9.1,Suécia
Filme 3903,Aventura,Paulo Morelli,16,1946,5.0,Reino Unido
Filme 994,Crime,Guel Arraes,18,1976,5.8,China
Filme 4084,Comédia,Galder Gaztelu-Urrutia,4,2022,9.1,França
Filme 4079,Terror,Galder Gaztelu-Urrutia,16,2002,4.7,Noruega
Filme 586,Biografia,Chris Columbus,12,1931,8.9,Itália
Filme 3527,Ação,Daniel Rezende,18,2017,5.9,Japão
Filme 4211,Épico,Anselmo Duarte,16,1987,6.1,Coreia do Sul
Filme 2515,Aventura,Jonathan Demme,4,2004,5.3,Irlanda
Filme 1350,Musical,Vittorio De Sica,14,1974,8.4,Espanha
Filme 1008,Crime,Alfred Hitchcock,14,1952,4.2,Canadá
Filme 675,Sátira,Barry Jenkins,14,1931,8.3,Irlanda
Filme 2413,Guerra,Michael Curtiz,0,1961,5.1,Índia
Filme 2904,Fantasia,Fernando Meirelles,10,1968,4.5,França
Filme 448,Comédia,Pedro Almodóvar,10,1988,6.3,Canadá
Filme 5125,Romance,Anthony Russo,14,1995,5.3,Alemanha
Filme 2914,Sátira,Andy Muschietti,0,2025,6.6,China
Filme 4236,Drama,Marcos Jorge,0,2007,4.8,Suécia
Filme 360,Suspense,Ridley Scott,10,1977,9.6,Argentina
Filme 2065,Suspense,Guillermo del Toro,12,1965,5.0,Alemanha
Filme 4843,Ação,Richard Marquand,18,1920,9.1,Reino Unido
Filme 4302,Romance,Sylvester Stallone,14,1982,8.5,Estados Unidos
Filme 1691,Biografia,Jean-Pierre Jeunet,18,2017,9.9,Coreia do Sul
Filme 4703,Musical,Mark Mylod,14,1984,5.6,Reino Unido
Filme 1549,Terror,Robert Eggers,10,1922,5.3,Austrália
Filme 1248,Biografia,Blake Edwards,0,1972,8.3,Canadá
Filme 1986,Suspense,Frank Capra,0,1956,9.2,Itália
Filme 295,Ação,Ryan Coogler,12,2018,7.3,Irlanda
Filme 1548,Suspense,Robert Eggers,18,1947,8.7,Canadá
Filme 2013,Ação,Halder Gomes,0,1996,9.9,Índia
Filme 589,Biografia,Bob Persichetti,18,1982,4.2,Austrália
Filme 3790,Aventura,Cláudio Torres,16,1984,8.5,Espanha
Filme 3330,Aventura,Matt Bettinelli-Olpin,10,1956,8.8,Espanha
Filme 2404,Ação,James Gunn,14,2006,5.9,França
Filme 2130,Guerra,Steven Spilberg,4,1952,6.2,Espanha
Filme 3999,Faroeste,George Miller,14,1985,7.5,Noruega
Filme 4773,Terror,Joseph Kosinski,4,1987,9.7,Índia
Filme 3742,Documentário,Vinicius Amorim,18,1981,7.6,Estados Unidos
Filme 3509,Faroeste,Fernando Coimbra,10,2003,7.4,Austrália
Filme 2720,Sátira,Sidney Pollack,14,1990,4.7,Argentina
Filme 4955,Ação,David Slade,14,2020,8.1,Irlanda
Filme 4961,Musical,David Slade,14,1967,8.9,Brasil
Filme 557,Histórico,Matt Bettinelli-Olpin,10,1979,6.5,Dinamarca
Filme 2470,Animação,Louis Leterrier,12,2005,7.9,Espanha
Filme 3739,Fantasia,Vinicius Amorim,4,2002,7.1,Noruega
Filme 1717,Ficção Científica,Sam Mendes,10,1922,5.4,Dinamarca
Filme 2605,Aventura,Irvin Kershner,10,1966,6.2,Alemanha
Filme 5168,Aventura,Jim Jarmusch,4,1999,9.7,Canadá
Filme 1705,Animação,Jean-Pierre Jeunet,18,1952,6.2,Alemanha
Filme 2140,Romance,Steven Spilberg,4,1992,9.7,Argentina
Filme 3240,Animação,Ingmar Bergman,4,2020,6.2,Argentina
Filme 2384,Animação,James Gunn,14,1942,9.9,França
Filme 1286,Comédia,Milos Forman,12,2001,4.2,Itália
Filme 4642,Animação,Gerard Johnstone,0,2006,6.2,Estados Unidos
Filme 4863,Musical,Mike Newell,10,1956,8.8,Reino Unido
Filme 3931,Fantasia,Damián Szifron,12,1998,9.0,Coreia do Sul
Filme 4122,Aventura,Beto Brant,16,1933,6.1,Estados Unidos
Filme 1592,Aventura,Lana Wachowski,16,1967,6.6,México
Filme 4824,Fantasia,Rob Cohen,14,1957,8.3,França
Filme 2163,Drama,Jorge Furtado,0,1966,9.6,Reino Unido
Filme 2397,Suspense,James Gunn,10,2025,5.7,Dinamarca
Filme 318,Ficção Científica,Kate Herron,14,2021,8.2,Nova Zelândia
Filme 4887,Aventura,Todd Phillips,16,2022,5.9,Japão
Filme 3112,Musical,Stephen Daldry,10,2016,8.3,México
Filme 4037,Romance,Luc Besson,18,1964,7.5,Dinamarca
Filme 796,Guerra,Patty Jenkins,12,1940,8.2,Suécia
Filme 3021,Sátira,Mel Gibson,12,2021,8.2,Brasil
Filme 1712,Sátira,Jean-Pierre Jeunet,0,1949,6.6,México
Filme 3388,Guerra,Robert Wiene,18,2016,5.4,Canadá
Filme 37,Drama,Brian De Palma,18,1983,8.3,Dinamarca
Filme 914,Sátira,Billy Wilder,16,1974,4.8,China
Filme 3973,Romance,Nicolas Winding Refn,16,1952,9.7,Índia
Filme 975,Fantasia,Guel Arraes,14,2000,8.9,Irlanda
Filme 984,Animação,Guel Arraes,14,2007,8.8,França
Filme 4444,Guerra,David O. Russell,4,2012,7.3,França
Filme 1419,Guerra,F.W. Murnau,4,1974,8.1,Noruega
Filme 1561,Crime,Hector Babenco,10,1950,9.1,Brasil
Filme 4136,Crime,Walter Salles,14,1997,9.8,Suécia
Filme 1356,Fantasia,Vittorio De Sica,10,1964,5.9,Suécia
Filme 5163,Crime,Michael Hoffman,0,1936,5.6,Reino Unido
Filme 988,Ação,Guel Arraes,18,1999,7.9,Canadá
Filme 2683,Documentário,Matt Ross,4,1995,8.8,Reino Unido
Filme 1641,Biografia,Chad Stahelski,14,1968,8.5,Brasil
Filme 1291,Guerra,Bill Condon,0,1948,9.9,Coreia do Sul
Filme 3682,Musical,Ivan Reitman,18,2025,8.4,Estados Unidos
Filme 1381,Aventura,Chris Columbus,18,2016,6.5,Brasil
Filme 1934,Faroeste,Michael Cimino,4,1954,6.6,China
Filme 4588,Biografia,Adam McKay,10,1948,6.5,Canadá
Filme 3161,Musical,João Batista de Andrade,4,1926,7.3,Brasil
Filme 2031,Faroeste,Halder Gomes,18,1993,4.9,Coreia do Sul
Filme 893,Comédia,Christopher Nolan,14,1969,8.9,Índia
Filme 4070,Documentário,Galder Gaztelu-Urrutia,14,1947,9.7,Espanha
Filme 3,Drama,Bong Joon-ho,16,2019,8.6,Reino Unido
Filme 2110,Aventura,André Pellenz,18,2021,7.1,Espanha
Filme 850,Sátira,Lulu Wang,12,1972,5.0,Espanha
Filme 2738,Drama,Sidney Pollack,4,1968,7.4,Nova Zelândia
Filme 2467,Crime,Louis Leterrier,16,1986,8.5,Japão
Filme 1915,Fantasia,Robert Zemeckis,0,1966,7.6,Irlanda
Filme 1597,Ficção Científica,Lana Wachowski,12,1962,8.5,Dinamarca
Filme 1914,Fantasia,Robert Zemeckis,14,1973,4.7,China
Filme 5126,Drama,Anthony Russo,16,1973,7.5,Itália
Filme 2737,Sátira,Sidney Pollack,14,1936,6.5,Dinamarca
Filme 727,Guerra,Pedro Almodóvar,12,1989,5.1,Japão
Filme 54,Ação,Luc Besson,18,1994,8.5,China
Filme 1797,Faroeste,William Friedkin,14,1934,7.1,Dinamarca
Filme 3846,Terror,Mark Dindal,0,1962,9.6,Itália
Filme 2554,Guerra,Cecil B. DeMille,14,1998,4.9,China
Filme 2801,Fantasia,Michel Gondry,10,2023,4.7,Brasil
Filme 937,Suspense,Roman Polanski,16,1971,9.6,Dinamarca
Filme 4922,Musical,Gary Ross,10,1977,6.2,Estados Unidos
Filme 825,Ação,Greta Gerwig,10,1976,5.5,Alemanha
Filme 3402,Histórico,Michael Jelenic,0,1999,5.4,Estados Unidos
Filme 1390,Documentário,Chris Columbus,4,2013,7.3,Espanha
Filme 3565,Musical,José Henrique Fonseca,4,2000,7.7,Alemanha
Filme 885,Fantasia,Christopher Nolan,4,2007,5.6,Alemanha
Filme 1869,Ficção Científica,Roberto Rossellini,10,1979,6.0,Austrália
Filme 11,Drama,Quentin Tarantino,18,1994,8.9,Coreia do Sul
Filme 3416,Ficção Científica,Chloé Zhao,18,1971,7.8,Suécia
Filme 1464,Suspense,Charlie Chaplin,0,1947,7.1,França
Filme 807,Ficção Científica,Spike Lee,4,2003,5.3,Japão
Filme 5230,Sátira,Steven Spilberg,12,1950,4.8,Espanha
Filme 4069,Épico,Galder Gaztelu-Urrutia,18,1940,4.5,Austrália
Filme 2109,Documentário,André Pellenz,10,2014,5.8,Austrália
Filme 4604,Biografia,Baz Luhrmann,10,1996,6.5,França
Filme 5389,Romance,Damien Chazelle,16,2018,5.0,Austrália
Filme 2235,Sátira,Martin McDonagh,10,1989,5.1,Irlanda
Filme 964,Drama,David Lean,18,1991,9.8,França
Filme 2633,Ação,Roberto Benigni,0,1973,7.4,Índia
Filme 705,Épico,Delbert Mann,14,2013,5.8,Alemanha
Filme 432,Comédia,Jordan Peele,10,1982,9.8,México
Filme 146,Romance,Chris Weitz,16,2009,4.7,Itália
Filme 2034,Animação,Halder Gomes,0,1996,6.5,China
Filme 4573,Épico,Adam McKay,16,1982,6.6,Índia
Filme 1166,Documentário,Peter Jackson,0,1966,9.7,Itália
Filme 3501,Crime,Fernando Coimbra,18,1971,6.2,Brasil
Filme 2051,Ficção Científica,Lasse Hallström,0,1976,9.8,Coreia do Sul
Filme 3761,Histórico,Marcus Baldini,18,2014,8.7,Brasil
Filme 2625,Crime,Roberto Benigni,12,1969,8.4,Alemanha
Filme 4343,Sátira,George P. Cosmatos,16,1981,9.3,Reino Unido
Filme 4221,Histórico,Anselmo Duarte,4,1983,9.7,Brasil
Filme 2425,Histórico,Michael Curtiz,18,1922,8.7,Alemanha
Filme 1263,Animação,Blake Edwards,0,1991,6.9,Reino Unido
Filme 1772,Épico,William Wyler,12,1933,9.5,México
Filme 3512,Guerra,Daniel Rezende,16,1951,8.8,México
Filme 272,Drama,Federico Fellini,14,1957,8.2,México
Filme 245,Suspense,Billy Wilder,18,1957,8.4,Alemanha
Filme 2033,Comédia,Halder Gomes,10,2006,8.1,Índia
Filme 4306,Faroeste,John McTiernan,14,1982,6.3,Itália
Filme 814,Aventura,Spike Lee,16,1986,9.2,China
Filme 3811,Biografia,Caito Ortiz,0,1982,9.5,Coreia do Sul
Filme 4424,Guerra,David O. Russell,0,1952,6.3,França
Filme 1805,Comédia,William Friedkin,12,1985,6.5,Alemanha
Filme 2462,Guerra,Louis Leterrier,12,1996,5.1,Estados Unidos
Filme 546,Musical,Anthony Russo,16,1973,8.5,Itália
Filme 3242,Ação,Ingmar Bergman,10,2014,8.9,Estados Unidos
Filme 739,Documentário,Wes Anderson,0,1933,7.4,Noruega
Filme 311,Drama,Stephen Daldry,16,2008,7.6,Coreia do Sul
Filme 3522,Documentário,Daniel Rezende,14,1949,8.4,Estados Unidos
Filme 1132,Biografia,Federico Fellini,18,1972,9.2,México
Filme 5351,Faroeste,Victor Fleming,12,1920,6.1,Coreia do Sul
Filme 4112,Guerra,Beto Brant,12,1981,5.8,México
Filme 2770,Romance,Andrew Niccol,4,1920,4.7,Espanha
Filme 921,Terror,Steven Spielberg,10,1952,8.7,Brasil
Filme 3588,Suspense,Carlos Diegues,10,2025,9.1,Canadá
Filme 3960,Ação,Bryan Singer,10,2016,5.3,Argentina
Filme 39,Terror,William Friedkin,18,1973,8.0,Noruega
Filme 2984,Histórico,Edward Zwick,18,1973,8.4,França
Filme 5427,Histórico,Andrew Niccol,0,2015,4.5,Japão
Filme 2668,Sátira,James Mangold,10,2003,9.2,Canadá
Filme 3224,Animação,Ingmar Bergman,0,1994,5.6,França
Filme 1183,Ficção Científica,James Cameron,16,1957,6.0,Reino Unido
Filme 615,Faroeste,Robert Wiene,10,1989,6.2,Irlanda
Filme 5337,Épico,Anthony Russo,14,1922,9.3,Dinamarca
Filme 1467,Histórico,Joel Coen,18,1953,6.7,Japão
Filme 3043,Terror,Tom Hooper,4,1966,8.4,Reino Unido
Filme 935,Musical,Roman Polanski,14,1998,8.8,Irlanda
Filme 2420,Musical,Michael Curtiz,10,1974,7.8,Argentina
Filme 4913,Faroeste,Gary Ross,12,2007,6.2,Índia
Filme 4413,Épico,John Lasseter,12,1962,7.3,Índia
Filme 827,Sátira,Greta Gerwig,4,1977,7.6,Japão
Filme 1522,Sátira,Victor Fleming,4,1950,5.3,Estados Unidos
Filme 2931,Animação,Andy Muschietti,12,1981,9.5,Coreia do Sul
Filme 4233,Biografia,Marcos Jorge,12,1978,8.1,Índia
Filme 629,Aventura,Julius Avery,4,2010,9.6,Austrália
Filme 3854,Faroeste,Luiz Fernando Carvalho,16,1920,7.4,China
Filme 391,Musical,Lulu Wang,12,1969,9.1,Coreia do Sul
Filme 5300,Ficção Científica,Blake Edwards,4,1931,6.1,Argentina
Filme 3991,Comédia,Nicolas Winding Refn,10,2016,5.2,Coreia do Sul
Filme 401,Documentário,Barry Jenkins,14,2012,6.1,Brasil
Filme 3360,Crime,Lee Unkrich,18,1922,9.5,Argentina
Filme 47,Drama,Stanley Kubrick,18,1971,8.3,Japão
Filme 5217,Suspense,Olivia Wilde,4,1954,9.4,Dinamarca
Filme 5354,Crime,Walter Salles,18,1920,6.0,China
Filme 3643,Aventura,Delbert Mann,10,2018,9.2,Reino Unido
Filme 3727,Romance,Toninho Moura,14,1997,4.8,Japão
Filme 5279,Ficção Científica,Christopher Nolan,14,1939,6.2,Noruega
Filme 2422,Comédia,Michael Curtiz,10,1961,9.4,Estados Unidos
Filme 1751,Terror,Orson Welles,10,1986,9.9,Coreia do Sul
Filme 5258,Faroeste,Alfonso Cuarón,18,1940,7.3,Nova Zelândia
Filme 4459,Faroeste,Paul Greengrass,12,1996,8.6,Noruega
Filme 4063,Sátira,Park Chan-wook,12,2014,8.3,Reino Unido
Filme 339,Drama,Charlie Kaufman,16,2020,7.0,Noruega
Filme 216,Comédia,Charlie Chaplin,0,1936,8.5,Suécia
Filme 3664,Documentário,Pedro Amorim,18,1934,9.0,França
Filme 1342,Animação,Vittorio De Sica,4,1953,9.1,Estados Unidos
Filme 4978,Suspense,Joe Wright,0,1965,7.4,Nova Zelândia
Filme 3895,Histórico,Daniel Ribeiro,18,1963,7.9,Irlanda
Filme 3641,Sátira,Delbert Mann,0,2023,7.6,Brasil
Filme 330,Comédia,Joel Coen,18,1998,8.1,Espanha
Filme 3005,Fantasia,Edward Zwick,16,2016,7.1,Alemanha
Filme 5199,Drama,Toninho Moura,14,1959,6.6,Noruega
Filme 3116,Ficção Científica,Stephen Daldry,18,2000,6.7,Suécia
Filme 5261,Aventura,Cecil B. DeMille,12,1942,9.6,Brasil
Filme 2323,Histórico,Carol Reed,18,1920,5.6,Reino Unido
Filme 4198,Épico,Anna Muylaert,16,1972,4.5,Nova Zelândia
Filme 3550,Documentário,Selton Mello,10,2010,9.1,Espanha
Filme 1459,Terror,Charlie Chaplin,18,1981,8.1,Noruega
Filme 172,Drama,Martin McDonagh,16,2017,8.1,México
Filme 4204,Romance,Anna Muylaert,12,1939,9.9,França
Filme 4563,Guerra,Jerry Zucker,10,2018,9.6,Reino Unido
Filme 3570,Aventura,José Henrique Fonseca,12,1964,6.9,Espanha
Filme 4227,Faroeste,Anselmo Duarte,12,1984,4.5,Japão
Filme 4442,Drama,David O. Russell,4,1968,8.6,Estados Unidos
Filme 4487,Ficção Científica,Tom McCarthy,16,1999,5.0,Japão
Filme 939,Biografia,Roman Polanski,14,1950,7.2,Noruega
Filme 61,Drama,Walter Salles,18,1998,8.0,Brasil
Filme 1241,Guerra,Kleber Mendonça Filho,10,1968,9.4,Brasil
Filme 4553,Ação,Jerry Zucker,18,1966,9.1,Índia
Filme 2121,Ficção Científica,André Pellenz,0,1995,5.9,Brasil
Filme 1525,Terror,Victor Fleming,0,2021,5.6,Alemanha
Filme 154,Romance,Lasse Hallström,14,2013,6.7,China
Filme 482,Animação,Jane Campion,10,1988,9.6,Estados Unidos
Filme 3921,Animação,Damián Szifron,4,2002,6.1,Brasil
Filme 1763,Ficção Científica,William Wyler,12,2023,6.7,Reino Unido
Filme 751,Sátira,Barry Jenkins,16,2025,8.4,Coreia do Sul
Filme 1786,Aventura,William Friedkin,16,1946,8.2,Itália
Filme 2712,Fantasia,Sidney Lumet,0,2002,5.9,México
Filme 4402,Suspense,John Lasseter,18,1953,7.6,Estados Unidos
Filme 4194,Animação,Anna Muylaert,0,2016,9.7,China
Filme 1334,Faroeste,Francis Lawrence,12,1951,5.7,China
Filme 4845,Fantasia,Richard Marquand,18,1954,9.0,Alemanha
Filme 2855,Faroeste,Olivia Wilde,10,1971,9.7,Irlanda
Filme 187,Drama,Martin McDonagh,16,2022,7.7,Japão
Filme 1137,Biografia,Federico Fellini,4,2000,5.6,Dinamarca
Filme 2059,Suspense,Guillermo del Toro,14,2014,6.2,Noruega
Filme 4565,Ação,Jerry Zucker,4,2012,6.3,Alemanha
Filme 149,Romance,Nick Cassavetes,16,2004,7.8,Austrália
Filme 4125,Suspense,Beto Brant,4,1970,7.9,Alemanha
Filme 3364,Romance,Lee Unkrich,12,1967,9.2,França
Filme 2867,Ação,James Gray,18,2003,7.0,Japão
Filme 3777,Documentário,Cláudio Torres,16,1940,8.3,Dinamarca
Filme 1387,Épico,Chris Columbus,0,2015,9.3,Japão
Filme 5144,Guerra,Michael Hoffman,4,1988,7.3,França
Filme 4509,Aventura,Christopher Nolan,12,2002,5.2,Austrália
Filme 3630,Faroeste,Daniel Filho,14,1953,8.4,Espanha
Filme 4900,Romance,Todd Phillips,14,1947,5.4,Argentina
Filme 3029,Romance,Mel Gibson,4,1971,6.9,Austrália
Filme 2970,Aventura,Guy Ritchie,0,2008,9.3,Espanha
Filme 4735,Crime,Mike Nichols,4,1934,7.2,Irlanda
Filme 1709,Faroeste,Jean-Pierre Jeunet,14,1964,9.0,Austrália
Filme 2954,Fantasia,Kate Herron,18,1964,5.1,China
Filme 455,Fantasia,Jordan Peele,0,2011,8.2,Irlanda
Filme 610,Faroeste,Anna Muylaert,12,1942,9.7,Espanha
Filme 4264,Épico,Heitor Dhalia,16,1984,7.1,França
Filme 4619,Guerra,Dan Kwan,14,1996,5.0,Noruega
Filme 2075,Ação,Guillermo del Toro,10,1984,7.9,Irlanda
Filme 4053,Fantasia,Park Chan-wook,16,1990,9.2,Índia
Filme 4429,Suspense,David O. Russell,0,1965,4.9,Austrália
Filme 1623,Musical,Chad Stahelski,4,1948,6.1,Reino Unido
Filme 4775,Ação,Joseph Kosinski,14,1950,9.6,Irlanda
Filme 41,Drama,Martin Scorsese,18,1990,8.7,Brasil
Filme 2090,Animação,José Alvarenga Jr.,16,1949,6.9,Espanha
Filme 3925,Ação,Damián Szifron,18,1971,6.4,Alemanha
Filme 2176,Drama,Stanley Kubrick,16,2011,6.2,Suécia
Filme 75,Drama,Cao Hamburger,12,2006,7.6,Irlanda
Filme 5080,Biografia,Scott Hicks,18,1950,9.0,Argentina
Filme 5361,Animação,Sylvester Stallone,14,2025,5.5,Brasil
Filme 2658,Sátira,James Mangold,16,1927,9.8,Nova Zelândia
Filme 3181,Ficção Científica,Eric Bress,14,1968,4.7,Brasil
Filme 2077,Ficção Científica,Guillermo del Toro,0,1954,8.4,Dinamarca
Filme 442,Drama,Taika Waititi,12,1977,8.8,Estados Unidos
Filme 2052,Épico,Lasse Hallström,4,1931,4.7,México
Filme 2542,Fantasia,Akira Kurosawa,18,1997,7.1,Estados Unidos
Filme 1302,Musical,Bill Condon,4,1942,7.4,Estados Unidos
Filme 3431,Aventura,Chloé Zhao,10,2007,4.8,Coreia do Sul
Filme 1305,Ação,Bill Condon,14,1991,9.6,Alemanha
Filme 237,Aventura,Alfred Hitchcock,12,1940,8.1,Dinamarca
Filme 4542,Suspense,Florian Zeller,18,2012,9.4,Estados Unidos
Filme 2600,Biografia,Irvin Kershner,16,1957,8.5,Argentina
Filme 2574,Ficção Científica,Cecil B. DeMille,4,1985,8.5,China
Filme 3281,Aventura,Bob Persichetti,10,1967,7.1,Brasil
Filme 3187,Biografia,Eric Bress,4,1957,8.6,Japão
Filme 3954,Histórico,Bryan Singer,4,1940,8.1,China
Filme 2769,Documentário,Andrew Niccol,12,1940,9.4,Austrália
Filme 4224,Romance,Anselmo Duarte,0,1960,6.7,França
Filme 2107,Guerra,André Pellenz,12,2018,9.1,Japão
Filme 2680,Terror,Matt Ross,4,1927,9.0,Argentina
Filme 2762,Biografia,Roger Allers,10,1989,8.6,Estados Unidos
Filme 1388,Ação,Chris Columbus,10,1922,9.8,Canadá
Filme 5106,Fantasia,Richard Curtis,16,1975,7.8,Itália
Filme 4925,Terror,Gary Ross,14,2008,7.1,Alemanha
Filme 1280,Biografia,Milos Forman,14,2014,5.2,Argentina
Filme 5328,Terror,Daniel Filho,10,1926,6.9,Canadá
Filme 1556,Ficção Científica,Hector Babenco,16,2007,4.8,Suécia
Filme 3191,Drama,Eric Bress,14,1942,6.5,Coreia do Sul
Filme 5101,Drama,Richard Curtis,10,2015,6.0,Brasil
Filme 3595,Faroeste,Carlos Diegues,14,2010,8.8,Irlanda
Filme 1921,Musical,Michael Cimino,18,1926,8.1,Brasil
Filme 514,Drama,Jane Campion,14,1989,5.1,China
Filme 4178,Faroeste,José Padilha,0,1946,6.9,Nova Zelândia
Filme 1309,Aventura,Bill Condon,10,1990,9.2,Austrália
Filme 915,Fantasia,Billy Wilder,12,1947,9.9,Irlanda
Filme 3453,Romance,Rian Johnson,18,1958,4.5,Índia
Filme 3696,Musical,Ivan Reitman,10,2022,7.8,Suécia
Filme 4243,Sátira,Marcos Jorge,16,1991,5.0,Reino Unido
Filme 3157,Ação,João Batista de Andrade,4,1922,8.4,Dinamarca
Filme 2199,Biografia,Afonso Poyart,18,2000,6.5,Noruega
Filme 775,Ação,Taika Waititi,14,1993,8.5,Irlanda
Filme 944,Drama,Roman Polanski,14,1942,5.7,França
Filme 823,Crime,Greta Gerwig,18,1956,5.2,Reino Unido
Filme 4278,Terror,Heitor Dhalia,10,2000,5.4,Nova Zelândia
Filme 165,Drama,Roman Polanski,16,2002,8.5,Alemanha
Filme 3984,Terror,Nicolas Winding Refn,16,2013,6.4,França
Filme 2539,Documentário,Akira Kurosawa,18,1982,6.3,Noruega
Filme 5436,Suspense,Rob Cohen,12,2010,4.2,Suécia
Filme 1312,Suspense,Bill Condon,4,1922,4.9,México
Filme 4946,Faroeste,Catherine Hardwicke,4,1968,7.9,Itália
Filme 4746,Musical,Anthony Minghella,12,1994,8.4,Itália
Filme 5049,Guerra,Christian Ditter,14,1963,8.7,Austrália
Filme 3301,Drama,Spike Jonze,18,1963,6.8,Brasil
Filme 3311,Ação,Spike Jonze,18,1962,5.0,Coreia do Sul
Filme 328,Ação,Alejandro González Iñárritu,16,2015,8.0,Canadá
Filme 2491,Suspense,Christopher McQuarrie,0,1981,5.9,Coreia do Sul
Filme 5096,Biografia,Richard Curtis,10,1952,5.6,Suécia
Filme 833,Ficção Científica,Miyazaki Hayao,12,1994,8.6,Índia
Filme 3080,Drama,Sarah Gavron,0,1949,9.1,Argentina
Filme 3463,Fantasia,Rian Johnson,14,2007,7.8,Reino Unido
Filme 4776,Musical,Joseph Kosinski,14,1986,6.2,Suécia
Filme 55,Suspense,Park Chan-wook,18,2003,8.4,Irlanda
Filme 4065,Suspense,Galder Gaztelu-Urrutia,12,1968,6.3,Alemanha
Filme 3452,Documentário,Rian Johnson,16,1964,7.8,México
Filme 1902,Faroeste,Robert Zemeckis,0,2016,7.0,Estados Unidos
Filme 1482,Crime,Joel Coen,4,1997,8.7,Estados Unidos
Filme 4151,Ficção Científica,Walter Salles,16,1958,6.9,Coreia do Sul
Filme 3336,Comédia,Matt Bettinelli-Olpin,10,1975,7.9,Suécia
Filme 947,Épico,Roman Polanski,18,2004,5.4,Japão
Filme 3294,Fantasia,Bob Persichetti,10,1926,4.7,China
Filme 2162,Crime,Jorge Furtado,18,1922,8.4,Estados Unidos
Filme 4615,Fantasia,Baz Luhrmann,0,1931,7.8,Irlanda
Filme 3058,Documentário,James Marsh,10,1994,7.7,Nova Zelândia
Filme 769,Crime,Taika Waititi,14,1999,4.2,Austrália
Filme 5114,Guerra,Richard Curtis,4,1954,8.5,China
Filme 3496,Faroeste,Fernando Coimbra,0,1965,8.0,Suécia
Filme 286,Animação,Lee Unkrich,0,2017,8.4,Itália
Filme 5370,Sátira,Joseph Kosinski,12,2025,9.5,Espanha
Filme 4842,Sátira,Richard Marquand,4,1966,6.2,Estados Unidos
Filme 2333,Animação,Carol Reed,14,1952,6.8,Índia
Filme 2718,Comédia,Sidney Lumet,16,1954,8.6,Nova Zelândia
Filme 2080,Ação,Guillermo del Toro,16,1926,8.8,Argentina
Filme 3390,Histórico,Robert Wiene,10,1983,8.8,Espanha
Filme 723,Guerra,Alfonso Cuarón,18,1984,6.4,Reino Unido
Filme 952,Terror,Roman Polanski,0,1974,9.4,México
Filme 4747,Drama,Anthony Minghella,10,2021,8.3,Japão
Filme 2263,Histórico,Ari Aster,12,2016,7.3,Reino Unido
Filme 990,Romance,Guel Arraes,0,1982,5.8,Espanha
Filme 3213,Terror,Quentin Tarantino,12,1936,6.4,Índia
Filme 1760,Musical,William Wyler,10,2007,9.9,Argentina
Filme 4803,Sátira,Chris Weitz,18,2023,6.9,Reino Unido
Filme 4423,Faroeste,John Lasseter,18,2014,6.6,Reino Unido
Filme 1725,Crime,Sam Mendes,10,1956,8.4,Alemanha
Filme 342,Drama,Andrew Niccol,14,2014,7.1,Estados Unidos
Filme 3702,Ficção Científica,Ivan Reitman,12,1951,5.9,Estados Unidos
Filme 4244,Aventura,Marcos Jorge,10,1984,9.8,França
Filme 689,Épico,James Marsh,12,1927,8.6,Austrália
Filme 3433,Romance,Chloé Zhao,14,1954,9.4,Índia
Filme 967,Fantasia,David Lean,16,1976,8.9,Japão
Filme 5140,Épico,Anthony Russo,14,1978,9.8,Argentina
Filme 2204,Fantasia,Afonso Poyart,10,1980,7.3,França
Filme 2714,Romance,Sidney Lumet,18,1936,4.7,China
Filme 5369,Ficção Científica,Bob Persichetti,18,2025,9.9,Austrália
Filme 4980,Romance,Joe Wright,0,2023,7.2,Argentina
Filme 3573,Terror,José Henrique Fonseca,0,1958,8.4,Índia
Filme 1991,Drama,Stanley Donen,10,1956,4.5,Coreia do Sul
Filme 4121,Épico,Beto Brant,0,1962,9.8,Brasil
Filme 4465,Faroeste,Paul Greengrass,16,1994,8.0,Alemanha
Filme 5157,Aventura,Michael Hoffman,0,1987,7.3,Dinamarca
Filme 3601,Guerra,Carlos Diegues,4,2001,8.1,Brasil
Filme 4966,Faroeste,David Slade,18,1956,7.8,Itália
Filme 5414,Musical,Rian Johnson,0,2025,9.8,China
Filme 5317,Biografia,Ivan Reitman,4,1926,6.5,Dinamarca
Filme 386,Terror,Patty Jenkins,16,2015,8.7,Itália
Filme 4752,Drama,Anthony Minghella,4,2021,5.9,México
Filme 4968,Aventura,David Slade,16,2009,4.2,Canadá
Filme 537,Romance,Jordan Peele,10,1986,5.3,Dinamarca
Filme 5073,Biografia,Scott Hicks,0,1984,4.5,Índia
Filme 4213,Ficção Científica,Anselmo Duarte,18,1975,5.5,Índia
Filme 3508,Suspense,Fernando Coimbra,0,2013,4.9,Canadá
Filme 202,Ação,Christopher McQuarrie,14,2023,7.4,Estados Unidos
Filme 1333,Suspense,Francis Lawrence,16,1999,6.9,Índia
Filme 3503,Ficção Científica,Fernando Coimbra,18,2007,7.7,Reino Unido
